top,fold,classifier,large pre,large re,large f1,medium pre,medium re,medium f1,small pre,small re,small f1,all acc,all pre,all re,all f1,all mcc
60,1,svm,0.9251,0.97,0.9448,0.9056,0.9556,0.92,0.7741,0.8026,0.7829,0.9095,0.8692,0.9095,0.8841,0.9078
60,2,svm,0.9567,0.99,0.9718,0.85,0.9111,0.8682,0.8333,0.8553,0.8399,0.9276,0.8925,0.9276,0.9053,0.9263
60,3,svm,0.92,0.95,0.9336,0.9407,0.9778,0.9519,0.8136,0.8421,0.8224,0.9186,0.8876,0.9186,0.8991,0.9169
60,4,svm,0.9484,0.99,0.965,0.9074,0.9556,0.9222,0.7873,0.8158,0.7961,0.9231,0.8846,0.9231,0.8982,0.9217
60,5,svm,0.9518,0.96,0.9557,0.9,0.9556,0.9141,0.8333,0.8553,0.8399,0.9231,0.9005,0.9231,0.9074,0.9216
60,6,svm,0.9568,0.99,0.9723,0.9296,0.9556,0.937,0.8268,0.8553,0.8355,0.9367,0.9066,0.9367,0.9181,0.9354
60,7,svm,0.9633,0.98,0.9709,0.9167,0.9556,0.9274,0.807,0.8289,0.8136,0.9231,0.9001,0.9231,0.908,0.9217
60,8,svm,0.9309,0.97,0.9489,0.9259,0.9778,0.9407,0.7588,0.7895,0.7675,0.9095,0.8707,0.9095,0.8849,0.9077
60,9,svm,0.9387,0.98,0.9574,0.9278,0.9556,0.9348,0.761,0.8026,0.7741,0.914,0.8754,0.914,0.8898,0.9124
70,0,dtree,0.9627,0.97,0.9657,0.8074,0.8667,0.8259,0.7478,0.8158,0.7697,0.8959,0.8572,0.8959,0.8698,0.8939
70,1,dtree,0.9698,0.97,0.9694,0.8833,0.9556,0.9052,0.8421,0.8684,0.8509,0.9321,0.9083,0.9321,0.9156,0.9308
70,2,dtree,0.9727,0.99,0.9805,0.8185,0.8889,0.8407,0.7763,0.8289,0.7939,0.914,0.8738,0.914,0.8878,0.9123
70,3,dtree,0.9345,0.96,0.9449,0.863,0.9333,0.8852,0.75,0.8026,0.7675,0.9005,0.8565,0.9005,0.8717,0.8985
70,4,dtree,0.9636,0.97,0.9657,0.9167,0.9778,0.9348,0.6908,0.75,0.7105,0.8959,0.8602,0.8959,0.8716,0.8939
70,5,dtree,0.9875,0.95,0.9673,0.9,0.9556,0.9141,0.7522,0.8158,0.7719,0.905,0.8888,0.905,0.8893,0.9033
70,6,dtree,0.9627,0.98,0.9705,0.9074,0.9333,0.9148,0.7763,0.8289,0.7939,0.9186,0.8874,0.9186,0.8984,0.9169
70,7,dtree,0.9742,0.99,0.9809,0.8056,0.8889,0.8311,0.7544,0.8026,0.7697,0.905,0.8643,0.905,0.8778,0.9032
70,8,dtree,0.9618,0.97,0.9657,0.8185,0.8889,0.8407,0.7961,0.8421,0.8114,0.9095,0.8756,0.9095,0.8872,0.9077
70,9,dtree,0.945,0.98,0.9608,0.8611,0.9111,0.8756,0.7412,0.7895,0.7566,0.9005,0.8578,0.9005,0.8732,0.8985
70,0,knn,0.9106,0.94,0.9192,0.9111,0.9333,0.9185,0.8268,0.8684,0.8399,0.914,0.8818,0.914,0.8918,0.9126
70,1,knn,0.9292,0.93,0.9217,0.9444,0.9778,0.9556,0.8465,0.8816,0.8575,0.9231,0.9038,0.9231,0.9065,0.922
70,2,knn,0.9769,0.99,0.9817,0.8667,0.9111,0.8815,0.8794,0.9079,0.8882,0.9457,0.9209,0.9457,0.9291,0.9447
70,3,knn,0.9597,0.95,0.9529,0.9407,0.9778,0.9519,0.8596,0.8947,0.8706,0.9367,0.9214,0.9367,0.9244,0.9355
70,4,knn,0.9278,0.96,0.9422,0.9,0.9333,0.9111,0.807,0.8421,0.818,0.914,0.8806,0.914,0.8931,0.9123
70,5,knn,0.9519,0.93,0.936,0.9389,0.9778,0.9496,0.8399,0.8816,0.8531,0.9231,0.9107,0.9231,0.9102,0.9218
70,6,knn,0.9088,0.91,0.9005,0.9222,0.9333,0.9259,0.8366,0.8816,0.8496,0.905,0.8867,0.905,0.8881,0.9037
70,7,knn,0.949,0.97,0.9577,0.9111,0.9333,0.9185,0.8596,0.8947,0.8706,0.9367,0.9106,0.9367,0.9198,0.9354
70,8,knn,0.9189,0.93,0.9211,0.9444,0.9778,0.9556,0.8289,0.8684,0.8421,0.9186,0.8932,0.9186,0.901,0.917
70,9,knn,0.9339,0.94,0.9305,0.9333,0.9556,0.9407,0.8454,0.8816,0.8561,0.9231,0.9034,0.9231,0.907,0.9219
70,0,rf,0.9642,0.99,0.9762,0.8963,0.9333,0.9074,0.8333,0.8684,0.8443,0.9367,0.9054,0.9367,0.9168,0.9354
70,1,rf,0.9607,0.97,0.9647,0.9278,0.9778,0.9422,0.8618,0.8816,0.8684,0.9412,0.92,0.9412,0.927,0.9401
70,2,rf,0.9818,0.99,0.9852,0.8519,0.9333,0.8778,0.8816,0.8947,0.886,0.9457,0.9209,0.9457,0.9292,0.9447
70,3,rf,0.9561,0.96,0.9542,0.9407,0.9778,0.9519,0.8487,0.8816,0.8597,0.9367,0.916,0.9367,0.9212,0.9355
70,4,rf,0.9561,0.98,0.9666,0.9185,0.9778,0.937,0.8224,0.8421,0.8289,0.9321,0.9024,0.9321,0.9132,0.9308
70,5,rf,0.9875,0.96,0.9725,0.9056,0.9556,0.92,0.8684,0.8947,0.8772,0.9367,0.9299,0.9367,0.929,0.9355
70,6,rf,0.9809,0.99,0.9852,0.9278,0.9556,0.9348,0.8487,0.8816,0.8597,0.9457,0.9246,0.9457,0.9318,0.9447
70,7,rf,0.9833,1.0,0.9909,0.8944,0.9333,0.9052,0.8882,0.9079,0.8947,0.9548,0.9325,0.9548,0.9404,0.954
70,8,rf,0.9618,0.97,0.9657,0.9185,0.9778,0.937,0.8421,0.8684,0.8509,0.9367,0.9118,0.9367,0.9204,0.9354
70,9,rf,0.9742,0.98,0.975,0.9389,0.9778,0.9496,0.8553,0.8816,0.864,0.9457,0.9261,0.9457,0.9317,0.9448
70,0,svm,0.9561,0.99,0.9719,0.8963,0.9333,0.9074,0.8399,0.8684,0.8487,0.9367,0.9039,0.9367,0.9164,0.9354
70,1,svm,0.9609,0.97,0.9652,0.9278,0.9778,0.9422,0.8224,0.8553,0.8333,0.9321,0.9065,0.9321,0.9152,0.9308
70,2,svm,0.9742,0.99,0.9809,0.8833,0.9333,0.8978,0.875,0.8947,0.8816,0.9457,0.9216,0.9457,0.9298,0.9447
70,3,svm,0.9452,0.97,0.9566,0.9296,0.9778,0.9444,0.8289,0.8553,0.8377,0.9321,0.902,0.9321,0.9133,0.9308
70,4,svm,0.9587,0.99,0.9722,0.9037,0.9556,0.9185,0.8224,0.8421,0.8289,0.9321,0.9006,0.9321,0.912,0.9309
70,5,svm,0.9775,0.96,0.9678,0.8907,0.9556,0.9089,0.8333,0.8553,0.8399,0.9231,0.9103,0.9231,0.9118,0.9217
70,6,svm,0.9809,0.99,0.9852,0.9296,0.9556,0.937,0.8421,0.8816,0.8553,0.9457,0.9227,0.9457,0.9307,0.9446
70,7,svm,0.9667,1.0,0.9818,0.8833,0.9333,0.8978,0.8421,0.8553,0.8465,0.9367,0.9069,0.9367,0.9182,0.9355
70,8,svm,0.9536,0.97,0.9614,0.9296,0.9778,0.9444,0.8487,0.8684,0.8553,0.9367,0.9127,0.9367,0.9215,0.9354
70,9,svm,0.9631,0.98,0.9704,0.9389,0.9778,0.9496,0.8421,0.8684,0.8509,0.9412,0.9166,0.9412,0.925,0.9401
80,0,dtree,0.9742,0.99,0.9809,0.8519,0.9111,0.8704,0.7522,0.8026,0.7675,0.9095,0.873,0.9095,0.885,0.9078
80,1,dtree,0.9607,0.97,0.9647,0.8944,0.9556,0.9126,0.8421,0.8684,0.8509,0.9321,0.9064,0.9321,0.9149,0.9308
80,2,dtree,0.9727,0.97,0.9694,0.8222,0.9111,0.8482,0.8224,0.8553,0.8333,0.9186,0.8904,0.9186,0.8979,0.9171
80,3,dtree,0.9561,0.96,0.9542,0.9185,0.9778,0.937,0.7697,0.8158,0.7851,0.914,0.8843,0.914,0.8926,0.9124
80,4,dtree,0.9546,0.98,0.9662,0.9185,0.9778,0.937,0.7895,0.8158,0.7982,0.9231,0.8904,0.9231,0.9025,0.9215
80,5,dtree,0.9693,0.96,0.963,0.8722,0.9111,0.883,0.8092,0.8553,0.8246,0.914,0.8945,0.914,0.8991,0.9124
80,6,dtree,0.9718,0.97,0.9694,0.8963,0.9556,0.9148,0.7697,0.8289,0.7895,0.9186,0.8869,0.9186,0.8964,0.917
80,7,dtree,0.98,0.98,0.98,0.8611,0.9111,0.8756,0.8882,0.9079,0.8947,0.9412,0.9242,0.9412,0.9294,0.9401
80,8,dtree,0.9718,0.97,0.9705,0.863,0.9333,0.8852,0.8224,0.8553,0.8333,0.9231,0.8983,0.9231,0.9059,0.9215
80,9,dtree,0.9727,0.97,0.9694,0.8278,0.8889,0.8459,0.7675,0.8289,0.7873,0.905,0.8727,0.905,0.8816,0.9032
80,0,knn,0.911,0.94,0.9174,0.9333,0.9556,0.9407,0.8268,0.8553,0.8355,0.914,0.8866,0.914,0.894,0.9127
80,1,knn,0.9292,0.93,0.9217,0.9778,1.0,0.9852,0.8662,0.8947,0.875,0.9321,0.9174,0.9321,0.9185,0.9312
80,2,knn,0.9373,0.96,0.9452,0.8667,0.9111,0.8815,0.886,0.9079,0.8925,0.9321,0.9053,0.9321,0.9141,0.9309
80,3,knn,0.9284,0.95,0.9367,0.9407,0.9778,0.9519,0.8421,0.8684,0.8509,0.9276,0.9012,0.9276,0.9102,0.9262
80,4,knn,0.9278,0.96,0.9422,0.9222,0.9556,0.9333,0.8268,0.8553,0.8355,0.9231,0.8919,0.9231,0.9037,0.9215
80,5,knn,0.9519,0.93,0.936,0.9378,0.9778,0.9481,0.8465,0.8816,0.8575,0.9231,0.9128,0.9231,0.9115,0.9219
80,6,knn,0.9088,0.91,0.9005,0.9,0.9333,0.9111,0.8706,0.8947,0.8772,0.9095,0.8939,0.9095,0.8946,0.9082
80,7,knn,0.949,0.97,0.9577,0.9444,0.9556,0.9481,0.8794,0.9079,0.8882,0.9457,0.9241,0.9457,0.9318,0.9447
80,8,knn,0.9189,0.93,0.9211,0.9444,0.9778,0.9556,0.8289,0.8684,0.8421,0.9186,0.8932,0.9186,0.901,0.917
80,9,knn,0.9339,0.94,0.9305,0.9333,0.9556,0.9407,0.8454,0.8816,0.8561,0.9231,0.9034,0.9231,0.907,0.9219
80,0,rf,0.9651,0.99,0.9761,0.9074,0.9556,0.9222,0.8465,0.8684,0.8531,0.9412,0.9126,0.9412,0.9228,0.9401
80,1,rf,0.9607,0.97,0.9647,0.9611,1.0,0.9719,0.8816,0.8947,0.886,0.9502,0.9336,0.9502,0.9391,0.9493
80,2,rf,0.9561,0.99,0.9714,0.863,0.9333,0.8852,0.875,0.8816,0.8772,0.9412,0.9092,0.9412,0.9214,0.94
80,3,rf,0.9561,0.96,0.9542,0.9185,0.9778,0.937,0.8224,0.8553,0.8333,0.9276,0.9024,0.9276,0.9091,0.9263
80,4,rf,0.9561,0.98,0.9666,0.9296,0.9778,0.9444,0.875,0.8816,0.8772,0.9457,0.9228,0.9457,0.9313,0.9446
80,5,rf,0.9875,0.96,0.9725,0.91,0.9778,0.9274,0.8421,0.8684,0.8509,0.9321,0.9217,0.9321,0.9215,0.931
80,6,rf,0.9809,0.99,0.9852,0.8963,0.9556,0.9148,0.8421,0.8684,0.8509,0.9412,0.9159,0.9412,0.9247,0.94
80,7,rf,0.9833,1.0,0.9909,0.9167,0.9556,0.9274,0.8947,0.9079,0.8991,0.9593,0.9393,0.9593,0.9464,0.9586
80,8,rf,0.9618,0.97,0.9657,0.9185,0.9778,0.937,0.8618,0.8816,0.8684,0.9412,0.9186,0.9412,0.9264,0.94
80,9,rf,0.9742,0.98,0.975,0.9056,0.9556,0.92,0.8553,0.8816,0.864,0.9412,0.9193,0.9412,0.9257,0.9401
80,0,svm,0.9552,0.99,0.9714,0.9185,0.9556,0.9296,0.8465,0.8684,0.8531,0.9412,0.9103,0.9412,0.9222,0.94
80,1,svm,0.9609,0.97,0.9652,0.9611,1.0,0.9719,0.8816,0.8947,0.886,0.9502,0.9337,0.9502,0.9393,0.9493
80,2,svm,0.9652,0.99,0.9761,0.8741,0.9333,0.8926,0.9211,0.9211,0.9211,0.9548,0.9314,0.9548,0.9402,0.9539
80,3,svm,0.945,0.97,0.9561,0.9037,0.9778,0.9259,0.7763,0.8026,0.7851,0.914,0.8786,0.914,0.8911,0.9123
80,4,svm,0.9587,0.99,0.9722,0.9296,0.9778,0.9444,0.875,0.8816,0.8772,0.9502,0.924,0.9502,0.9339,0.9493
80,5,svm,0.9775,0.96,0.9678,0.9211,0.9778,0.9348,0.8421,0.8684,0.8509,0.9321,0.9195,0.9321,0.9209,0.931
80,6,svm,0.9809,0.99,0.9852,0.9259,0.9778,0.9407,0.8684,0.8816,0.8728,0.9502,0.931,0.9502,0.9375,0.9493
80,7,svm,0.9603,0.98,0.9675,0.9167,0.9556,0.9274,0.8816,0.8947,0.886,0.9457,0.9244,0.9457,0.9313,0.9448
80,8,svm,0.9536,0.97,0.9614,0.9296,0.9778,0.9444,0.8618,0.8816,0.8684,0.9412,0.9172,0.9412,0.926,0.94
80,9,svm,0.9631,0.98,0.9704,0.9389,0.9778,0.9496,0.8421,0.8684,0.8509,0.9412,0.9166,0.9412,0.925,0.9401
90,0,dtree,0.9742,0.99,0.9809,0.863,0.9333,0.8852,0.7982,0.8289,0.807,0.9231,0.8911,0.9231,0.9016,0.9216
90,1,dtree,0.9689,0.94,0.9537,0.9056,0.9556,0.92,0.8092,0.8553,0.8246,0.914,0.9011,0.914,0.9024,0.9124
90,2,dtree,0.9651,0.99,0.9761,0.8667,0.9333,0.8852,0.8026,0.8289,0.8114,0.9231,0.8892,0.9231,0.901,0.9216
90,3,dtree,0.9561,0.96,0.9542,0.9185,0.9778,0.937,0.8421,0.8684,0.8509,0.9321,0.9092,0.9321,0.9152,0.9309
90,4,dtree,0.9727,0.98,0.9757,0.863,0.9333,0.8852,0.8618,0.8816,0.8684,0.9367,0.9122,0.9367,0.9204,0.9354
90,5,dtree,0.9784,0.95,0.9625,0.8407,0.9556,0.8733,0.75,0.7895,0.7632,0.8959,0.8718,0.8959,0.8758,0.8941
90,6,dtree,0.99,0.96,0.9736,0.9156,0.9778,0.9333,0.8487,0.8816,0.8597,0.9367,0.9262,0.9367,0.9262,0.9356
90,7,dtree,0.9833,1.0,0.9909,0.9167,0.9556,0.9274,0.8158,0.8553,0.8289,0.9412,0.9121,0.9412,0.9223,0.9401
90,8,dtree,0.9559,0.97,0.9618,0.8296,0.9111,0.8556,0.7829,0.8289,0.7982,0.9095,0.8707,0.9095,0.8839,0.9077
90,9,dtree,0.9818,0.98,0.9794,0.8722,0.9333,0.8904,0.8224,0.8553,0.8333,0.9276,0.9047,0.9276,0.911,0.9263
90,0,knn,0.9201,0.94,0.9222,0.9444,0.9556,0.9481,0.8531,0.8816,0.8618,0.9231,0.902,0.9231,0.9067,0.9219
90,1,knn,0.9425,0.93,0.925,0.9333,0.9778,0.9482,0.8662,0.8947,0.875,0.9276,0.9144,0.9276,0.9125,0.9267
90,2,knn,0.9373,0.96,0.9452,0.8778,0.9111,0.8889,0.9189,0.9342,0.9232,0.9412,0.9189,0.9412,0.9262,0.9401
90,3,knn,0.9375,0.95,0.9414,0.9333,0.9556,0.9407,0.8991,0.9211,0.9057,0.9412,0.9235,0.9412,0.929,0.94
90,4,knn,0.9369,0.96,0.947,0.9222,0.9556,0.9333,0.8596,0.8816,0.8662,0.9321,0.9074,0.9321,0.9164,0.9308
90,5,knn,0.9519,0.93,0.936,0.9389,0.9778,0.9496,0.8794,0.9079,0.8882,0.9321,0.9243,0.9321,0.9223,0.931
90,6,knn,0.9088,0.91,0.9005,0.9333,0.9556,0.9407,0.886,0.9079,0.8925,0.9186,0.906,0.9186,0.9059,0.9174
90,7,knn,0.949,0.97,0.9577,0.9444,0.9556,0.9481,0.8991,0.9211,0.9057,0.9502,0.9309,0.9502,0.9379,0.9493
90,8,knn,0.9098,0.93,0.9163,0.9444,0.9778,0.9556,0.8421,0.8684,0.8509,0.9186,0.8936,0.9186,0.9018,0.917
90,9,knn,0.9381,0.94,0.9336,0.9333,0.9556,0.9407,0.8651,0.8947,0.8737,0.9276,0.912,0.9276,0.9144,0.9265
90,0,rf,0.9742,0.99,0.9809,0.9074,0.9556,0.9222,0.8399,0.8684,0.8487,0.9412,0.9144,0.9412,0.9235,0.9401
90,1,rf,0.9607,0.97,0.9647,0.9278,0.9778,0.9422,0.8618,0.8816,0.8684,0.9412,0.92,0.9412,0.927,0.9401
90,2,rf,0.9651,0.99,0.9761,0.8852,0.9333,0.9,0.9013,0.9079,0.9035,0.9502,0.9269,0.9502,0.9357,0.9493
90,3,rf,0.9651,0.96,0.959,0.9185,0.9778,0.937,0.875,0.8947,0.8816,0.9412,0.9247,0.9412,0.9279,0.9401
90,4,rf,0.9727,0.98,0.9757,0.9296,0.9778,0.9444,0.9013,0.9079,0.9035,0.9548,0.9394,0.9548,0.9445,0.9539
90,5,rf,0.9687,0.96,0.9637,0.9111,0.9778,0.9289,0.8487,0.8684,0.8553,0.9321,0.9157,0.9321,0.9193,0.9309
90,6,rf,0.99,0.99,0.99,0.9296,0.9778,0.9444,0.8882,0.9079,0.8947,0.9593,0.9427,0.9593,0.948,0.9585
90,7,rf,0.9833,1.0,0.9909,0.9278,0.9556,0.9348,0.9079,0.9211,0.9123,0.9638,0.9461,0.9638,0.9524,0.9632
90,8,rf,0.9527,0.97,0.9609,0.9296,0.9778,0.9444,0.8618,0.8816,0.8684,0.9412,0.9168,0.9412,0.9258,0.94
90,9,rf,0.9742,0.98,0.975,0.9389,0.9778,0.9496,0.8553,0.8816,0.864,0.9457,0.9261,0.9457,0.9317,0.9448
90,0,svm,0.9642,0.99,0.9762,0.9296,0.9556,0.937,0.8531,0.8684,0.8575,0.9412,0.919,0.9412,0.9274,0.94
90,1,svm,0.9609,0.97,0.9652,0.9278,0.9778,0.9422,0.8816,0.8947,0.886,0.9457,0.9269,0.9457,0.9333,0.9447
90,2,svm,0.9603,0.99,0.9726,0.8852,0.9333,0.9,0.9013,0.9079,0.9035,0.9502,0.9247,0.9502,0.9341,0.9493
90,3,svm,0.954,0.97,0.9608,0.9296,0.9778,0.9444,0.8816,0.8947,0.886,0.9457,0.9242,0.9457,0.9317,0.9446
90,4,svm,0.9623,0.99,0.9733,0.9074,0.9556,0.9222,0.8882,0.8947,0.8904,0.9502,0.9256,0.9502,0.9344,0.9494
90,5,svm,0.9775,0.96,0.9678,0.9222,0.9778,0.9363,0.8816,0.8947,0.886,0.9412,0.9333,0.9412,0.9332,0.9402
90,6,svm,0.9809,0.99,0.9852,0.9389,0.9778,0.9496,0.8947,0.9079,0.8991,0.9593,0.9427,0.9593,0.9484,0.9585
90,7,svm,0.9742,1.0,0.9862,0.9278,0.9556,0.9348,0.9013,0.9079,0.9035,0.9593,0.9397,0.9593,0.9473,0.9585
90,8,svm,0.9446,0.97,0.9567,0.9296,0.9778,0.9444,0.8289,0.8553,0.8377,0.9321,0.9018,0.9321,0.9133,0.9307
90,9,svm,0.9727,0.98,0.9757,0.9389,0.9778,0.9496,0.875,0.8947,0.8816,0.9502,0.9322,0.9502,0.938,0.9493
100,0,dtree,0.9651,0.99,0.9761,0.8185,0.8889,0.8407,0.7544,0.8026,0.7697,0.905,0.8628,0.905,0.8776,0.9031
100,1,dtree,0.944,0.97,0.9556,0.8722,0.9333,0.8904,0.7171,0.7632,0.7325,0.8914,0.8514,0.8914,0.8656,0.8892
100,2,dtree,0.9818,0.99,0.9852,0.8519,0.9111,0.8704,0.8026,0.8553,0.8202,0.9276,0.8937,0.9276,0.9051,0.9262
100,3,dtree,0.9492,0.96,0.9503,0.8852,0.9556,0.9074,0.8158,0.8421,0.8246,0.9186,0.8903,0.9186,0.8983,0.917
100,4,dtree,0.9727,0.98,0.9757,0.9185,0.9778,0.937,0.7961,0.8289,0.807,0.9276,0.9009,0.9276,0.9098,0.9262
100,5,dtree,0.9875,0.96,0.9725,0.85,0.9111,0.8682,0.7961,0.8421,0.8114,0.9095,0.8937,0.9095,0.8959,0.9078
100,6,dtree,0.9718,0.99,0.9805,0.8741,0.9333,0.8926,0.807,0.8421,0.818,0.9276,0.8952,0.9276,0.9067,0.9262
100,7,dtree,0.9651,1.0,0.9814,0.8711,0.9111,0.8815,0.8487,0.8684,0.8553,0.9367,0.906,0.9367,0.9177,0.9355
100,8,dtree,0.9527,0.97,0.9609,0.9056,0.9778,0.9274,0.7829,0.8158,0.7939,0.9186,0.8847,0.9186,0.8967,0.917
100,9,dtree,0.9727,0.97,0.9694,0.9167,0.9778,0.9348,0.8421,0.8684,0.8509,0.9367,0.9164,0.9367,0.9216,0.9355
100,0,knn,0.9201,0.94,0.9222,0.9556,0.9778,0.963,0.8728,0.8947,0.8794,0.9321,0.911,0.9321,0.9158,0.9312
100,1,knn,0.9284,0.92,0.9098,0.9296,0.9778,0.9444,0.8531,0.8816,0.8618,0.9186,0.9027,0.9186,0.9003,0.9176
100,2,knn,0.9464,0.96,0.95,0.9111,0.9333,0.9185,0.9123,0.9342,0.9189,0.9457,0.9275,0.9457,0.9329,0.9448
100,3,knn,0.9324,0.95,0.9383,0.9333,0.9556,0.9407,0.8662,0.8947,0.875,0.9321,0.9098,0.9321,0.917,0.9308
100,4,knn,0.9369,0.96,0.947,0.9556,0.9778,0.963,0.8399,0.8684,0.8487,0.9321,0.9074,0.9321,0.9164,0.9308
100,5,knn,0.9519,0.93,0.936,0.9389,0.9778,0.9496,0.8596,0.8947,0.8706,0.9276,0.9175,0.9276,0.9163,0.9264
100,6,knn,0.9088,0.91,0.9005,0.9111,0.9333,0.9185,0.8838,0.9079,0.8904,0.914,0.9007,0.914,0.9007,0.9128
100,7,knn,0.9415,0.97,0.9534,0.9111,0.9333,0.9185,0.886,0.9079,0.8925,0.9412,0.9162,0.9412,0.9254,0.9401
100,8,knn,0.9098,0.93,0.9163,0.9444,0.9778,0.9556,0.8421,0.8684,0.8509,0.9186,0.8936,0.9186,0.9018,0.917
100,9,knn,0.9381,0.94,0.9336,0.9556,0.9778,0.963,0.8849,0.9079,0.8912,0.9367,0.9233,0.9367,0.925,0.9357
100,0,rf,0.9651,0.99,0.9761,0.8963,0.9556,0.9148,0.8268,0.8421,0.8311,0.9321,0.9035,0.9321,0.9138,0.9308
100,1,rf,0.9607,0.97,0.9647,0.9278,0.9778,0.9422,0.8618,0.8816,0.8684,0.9412,0.92,0.9412,0.927,0.9401
100,2,rf,0.9818,0.99,0.9852,0.9074,0.9556,0.9222,0.9079,0.9211,0.9123,0.9593,0.9412,0.9593,0.9473,0.9585
100,3,rf,0.9519,0.96,0.9511,0.9407,0.9778,0.9519,0.875,0.8947,0.8816,0.9412,0.9232,0.9412,0.9274,0.9402
100,4,rf,0.9636,0.98,0.9709,0.9407,0.9778,0.9519,0.8487,0.8684,0.8553,0.9412,0.9194,0.9412,0.9273,0.94
100,5,rf,0.9778,0.96,0.9684,0.9222,0.9778,0.9363,0.8553,0.8816,0.864,0.9367,0.9243,0.9367,0.926,0.9355
100,6,rf,0.99,0.99,0.99,0.9185,0.9556,0.9296,0.8816,0.9079,0.8904,0.9548,0.9382,0.9548,0.9434,0.9539
100,7,rf,0.9742,1.0,0.9862,0.8944,0.9333,0.9052,0.8947,0.9079,0.8991,0.9548,0.9307,0.9548,0.9397,0.9539
100,8,rf,0.9452,0.97,0.9566,0.9296,0.9778,0.9444,0.8487,0.8684,0.8553,0.9367,0.9088,0.9367,0.9193,0.9354
100,9,rf,0.9909,0.99,0.99,0.9611,1.0,0.9719,0.8947,0.9079,0.8991,0.9638,0.9518,0.9638,0.955,0.9632
100,0,svm,0.9561,0.99,0.9719,0.9407,0.9778,0.9519,0.8399,0.8553,0.8443,0.9412,0.913,0.9412,0.9239,0.94
100,1,svm,0.9385,0.97,0.9532,0.9056,0.9556,0.92,0.8553,0.8684,0.8596,0.9321,0.9032,0.9321,0.9143,0.9308
100,2,svm,0.9742,0.99,0.9809,0.9074,0.9556,0.9222,0.8947,0.9079,0.8991,0.9548,0.9333,0.9548,0.9408,0.9539
100,3,svm,0.9472,0.97,0.9569,0.9259,0.9778,0.9407,0.8553,0.8684,0.8596,0.9367,0.9113,0.9367,0.9202,0.9354
100,4,svm,0.95,0.99,0.9657,0.9407,0.9778,0.9519,0.8092,0.8289,0.8158,0.9321,0.8997,0.9321,0.9113,0.931
100,5,svm,0.9678,0.96,0.9637,0.9222,0.9778,0.9363,0.8487,0.8684,0.8553,0.9321,0.9175,0.9321,0.9208,0.9309
100,6,svm,0.9651,0.99,0.9766,0.9074,0.9556,0.9222,0.8333,0.8553,0.8399,0.9367,0.9081,0.9367,0.9185,0.9354
100,7,svm,0.9651,1.0,0.9814,0.8944,0.9333,0.9052,0.8882,0.8947,0.8904,0.9502,0.9243,0.9502,0.9346,0.9493
100,8,svm,0.9446,0.97,0.9567,0.9185,0.9778,0.937,0.8355,0.8553,0.8421,0.9321,0.9018,0.9321,0.9133,0.9307
100,9,svm,0.9718,0.99,0.9805,0.9389,0.9778,0.9496,0.8816,0.8947,0.886,0.9548,0.9341,0.9548,0.9417,0.9539
110,0,dtree,0.9636,0.97,0.9657,0.8407,0.9111,0.863,0.7851,0.8289,0.7982,0.9095,0.8772,0.9095,0.8872,0.9078
110,1,dtree,0.9598,0.96,0.9594,0.9389,0.9778,0.9496,0.8158,0.8553,0.8289,0.9276,0.906,0.9276,0.9126,0.9262
110,2,dtree,0.9809,0.98,0.98,0.8963,0.9556,0.9148,0.8289,0.8553,0.8377,0.9321,0.9114,0.9321,0.9178,0.9308
110,3,dtree,0.9651,0.94,0.9479,0.8852,0.9556,0.9074,0.818,0.8553,0.8289,0.914,0.8983,0.914,0.8987,0.9125
110,4,dtree,0.9727,0.98,0.9757,0.8741,0.9333,0.8926,0.8092,0.8421,0.8202,0.9231,0.8964,0.9231,0.9053,0.9215
110,5,dtree,0.9875,0.95,0.9673,0.8296,0.9333,0.8585,0.8026,0.8421,0.8158,0.9095,0.8918,0.9095,0.893,0.908
110,6,dtree,0.9639,0.97,0.966,0.9074,0.9556,0.9222,0.7939,0.8421,0.8092,0.9231,0.8939,0.9231,0.9032,0.9216
110,7,dtree,0.9742,1.0,0.9862,0.8722,0.9111,0.883,0.8355,0.8684,0.8465,0.9367,0.9058,0.9367,0.9171,0.9355
110,8,dtree,0.9436,0.97,0.9562,0.8296,0.9111,0.8556,0.7763,0.8158,0.7895,0.905,0.8629,0.905,0.8784,0.903
110,9,dtree,0.9742,0.97,0.9698,0.8944,0.9556,0.9126,0.8355,0.8684,0.8465,0.9321,0.9103,0.9321,0.9157,0.9309
110,0,knn,0.9201,0.93,0.9169,0.9444,0.9778,0.9556,0.8728,0.8947,0.8794,0.9276,0.9088,0.9276,0.9119,0.9266
110,1,knn,0.9284,0.92,0.9098,0.9296,0.9778,0.9444,0.8531,0.8816,0.8618,0.9186,0.9027,0.9186,0.9003,0.9176
110,2,knn,0.9571,0.96,0.9539,0.9222,0.9556,0.9333,0.9189,0.9342,0.9232,0.9502,0.9369,0.9502,0.9392,0.9494
110,3,knn,0.9375,0.95,0.9414,0.9333,0.9556,0.9407,0.8991,0.9211,0.9057,0.9412,0.9235,0.9412,0.929,0.94
110,4,knn,0.9369,0.96,0.947,0.9556,0.9778,0.963,0.8596,0.8816,0.8662,0.9367,0.9141,0.9367,0.9225,0.9354
110,5,knn,0.9519,0.93,0.936,0.9389,0.9778,0.9496,0.8454,0.8816,0.8561,0.9231,0.9126,0.9231,0.9113,0.9218
