top,fold,classifier,large pre,large re,large f1,medium pre,medium re,medium f1,small pre,small re,small f1,all acc,all pre,all re,all f1,all mcc
20,6,dtree,0.6391,0.82,0.6999,0.2915,0.4,0.3182,0.2028,0.2763,0.2246,0.5475,0.4183,0.5475,0.4587,0.5371
20,7,dtree,0.5933,0.76,0.6518,0.3333,0.4222,0.3593,0.2379,0.2763,0.2487,0.5249,0.4181,0.5249,0.4536,0.5135
20,8,dtree,0.6445,0.76,0.6801,0.3114,0.4667,0.3489,0.1765,0.2368,0.1939,0.5204,0.4157,0.5204,0.4454,0.5093
20,9,dtree,0.7012,0.81,0.7392,0.2381,0.4222,0.287,0.2735,0.3421,0.2925,0.5701,0.4598,0.5701,0.4935,0.5609
20,0,knn,0.4238,0.51,0.4033,0.2773,0.4,0.3023,0.182,0.2632,0.2029,0.4027,0.3108,0.4027,0.3138,0.3949
20,1,knn,0.497,0.49,0.4212,0.2995,0.3778,0.3204,0.191,0.2763,0.211,0.3937,0.3515,0.3937,0.3284,0.3851
20,2,knn,0.5643,0.61,0.5154,0.2569,0.3556,0.2811,0.2182,0.2895,0.2377,0.448,0.3827,0.448,0.3722,0.4399
20,3,knn,0.4515,0.41,0.3178,0.2396,0.3556,0.2719,0.1649,0.25,0.1817,0.3439,0.3098,0.3439,0.2616,0.3357
20,4,knn,0.5251,0.41,0.356,0.2359,0.3111,0.2516,0.205,0.3158,0.2313,0.3575,0.3561,0.3575,0.2919,0.3488
20,5,knn,0.5144,0.43,0.3694,0.2513,0.4,0.2839,0.1809,0.3026,0.2116,0.3801,0.3462,0.3801,0.2977,0.3723
20,6,knn,0.5369,0.5,0.4325,0.2287,0.3333,0.2568,0.1967,0.2763,0.218,0.3891,0.3572,0.3891,0.3229,0.3801
20,7,knn,0.5706,0.5,0.4317,0.2602,0.3333,0.2768,0.1897,0.2632,0.2086,0.3846,0.3764,0.3846,0.3234,0.3747
20,8,knn,0.5215,0.54,0.4526,0.2173,0.3556,0.2513,0.1754,0.2632,0.1991,0.4072,0.3406,0.4072,0.3244,0.3993
20,9,knn,0.6391,0.53,0.482,0.1812,0.2667,0.2007,0.1945,0.2895,0.2174,0.3937,0.393,0.3937,0.3337,0.3849
20,0,rf,0.6825,0.79,0.7209,0.3237,0.4444,0.3556,0.1963,0.2632,0.2158,0.5385,0.4422,0.5385,0.4728,0.5281
20,1,rf,0.6614,0.74,0.6694,0.3207,0.4889,0.3622,0.284,0.3289,0.2969,0.5475,0.4622,0.5475,0.4788,0.5379
20,2,rf,0.6129,0.82,0.6951,0.287,0.4222,0.3226,0.2511,0.2895,0.2618,0.5566,0.4221,0.5566,0.4703,0.5452
20,3,rf,0.5876,0.71,0.6246,0.3041,0.4667,0.35,0.2873,0.3421,0.3022,0.5339,0.4266,0.5339,0.4578,0.5232
20,4,rf,0.6863,0.76,0.6976,0.3131,0.4222,0.3407,0.2664,0.3289,0.2838,0.543,0.4659,0.543,0.4826,0.5335
20,5,rf,0.672,0.79,0.7173,0.3677,0.5556,0.4115,0.2555,0.3026,0.2684,0.5747,0.4668,0.5747,0.5006,0.5654
20,6,rf,0.6876,0.84,0.7327,0.2919,0.4222,0.3263,0.2401,0.3158,0.2618,0.5747,0.4531,0.5747,0.488,0.5654
20,7,rf,0.6262,0.78,0.6782,0.3074,0.4222,0.3407,0.2643,0.3026,0.275,0.543,0.4368,0.543,0.4708,0.5326
20,8,rf,0.6587,0.8,0.7041,0.3225,0.4889,0.3637,0.1853,0.2368,0.2004,0.543,0.4275,0.543,0.4616,0.5323
20,9,rf,0.7171,0.82,0.7473,0.2844,0.4667,0.3337,0.2917,0.3553,0.3088,0.5882,0.4827,0.5882,0.5123,0.5797
20,0,svm,0.631,0.83,0.7031,0.3304,0.4222,0.3556,0.1897,0.2368,0.2026,0.543,0.4181,0.543,0.4603,0.532
20,1,svm,0.6095,0.76,0.6599,0.3244,0.4889,0.3659,0.205,0.2368,0.2136,0.5249,0.4124,0.5249,0.4466,0.5136
20,2,svm,0.5584,0.81,0.6545,0.2981,0.4222,0.3301,0.1886,0.2368,0.2013,0.5339,0.3782,0.5339,0.4326,0.5224
20,3,svm,0.5373,0.73,0.6016,0.2781,0.4222,0.3166,0.17,0.2105,0.1807,0.4887,0.3582,0.4887,0.3988,0.4757
20,4,svm,0.647,0.76,0.6791,0.2354,0.3556,0.2667,0.2007,0.2632,0.218,0.5068,0.4097,0.5068,0.4365,0.4957
20,5,svm,0.6377,0.79,0.6998,0.3232,0.5111,0.367,0.2215,0.2763,0.2364,0.5566,0.4305,0.5566,0.4727,0.5463
20,6,svm,0.6169,0.82,0.6785,0.2833,0.4,0.3145,0.2094,0.2632,0.2246,0.543,0.4089,0.543,0.4483,0.5328
20,7,svm,0.5722,0.78,0.6476,0.2926,0.3778,0.3185,0.1656,0.2105,0.1785,0.5023,0.3754,0.5023,0.4193,0.4895
20,8,svm,0.5967,0.78,0.6637,0.2733,0.4222,0.3115,0.1634,0.2237,0.1807,0.5158,0.3818,0.5158,0.4259,0.5037
20,9,svm,0.6282,0.82,0.7017,0.2678,0.4444,0.3129,0.1842,0.25,0.2013,0.5475,0.4021,0.5475,0.4504,0.5365
30,0,dtree,0.885,0.89,0.8838,0.5208,0.6889,0.5616,0.398,0.4605,0.4175,0.7014,0.6434,0.7014,0.6579,0.6957
30,1,dtree,0.8555,0.91,0.8803,0.5335,0.6667,0.5685,0.5164,0.5789,0.536,0.7466,0.6733,0.7466,0.6984,0.7414
30,2,dtree,0.8778,0.92,0.8937,0.5507,0.7333,0.6007,0.5164,0.5658,0.5316,0.7602,0.6869,0.7602,0.7095,0.7554
30,3,dtree,0.796,0.86,0.8241,0.615,0.7778,0.6574,0.5493,0.5921,0.5623,0.7511,0.6743,0.7511,0.7001,0.7461
30,4,dtree,0.8456,0.86,0.8459,0.5706,0.7111,0.6048,0.4857,0.5395,0.5009,0.7195,0.6659,0.7195,0.6781,0.7141
30,5,dtree,0.9175,0.89,0.9007,0.6256,0.8222,0.6738,0.4961,0.5526,0.5132,0.7602,0.7131,0.7602,0.7212,0.756
30,6,dtree,0.8589,0.91,0.88,0.5724,0.7333,0.6134,0.5625,0.5921,0.5711,0.7647,0.6986,0.7647,0.7195,0.7602
30,7,dtree,0.8888,0.88,0.8763,0.5641,0.7111,0.6018,0.4989,0.5789,0.5228,0.7421,0.6886,0.7421,0.6988,0.7377
30,8,dtree,0.8139,0.89,0.8473,0.555,0.6889,0.5897,0.4221,0.4737,0.4373,0.7059,0.6265,0.7059,0.6538,0.6997
30,9,dtree,0.8605,0.93,0.8894,0.5452,0.6667,0.577,0.4704,0.5395,0.4921,0.7421,0.6621,0.7421,0.6892,0.7368
30,0,knn,0.8004,0.84,0.798,0.5722,0.6667,0.6015,0.4591,0.5263,0.4779,0.6968,0.6366,0.6968,0.6479,0.6923
30,1,knn,0.8139,0.84,0.7869,0.4907,0.5778,0.5163,0.5753,0.6316,0.5897,0.7149,0.6661,0.7149,0.664,0.7116
30,2,knn,0.8218,0.89,0.8354,0.587,0.6889,0.6163,0.5388,0.6053,0.5579,0.7511,0.6767,0.7511,0.6953,0.747
30,3,knn,0.8302,0.85,0.8088,0.6204,0.7111,0.6459,0.5424,0.6053,0.559,0.7376,0.6885,0.7376,0.6897,0.7338
30,4,knn,0.7917,0.85,0.7935,0.563,0.6444,0.5889,0.5392,0.5921,0.5511,0.7195,0.6583,0.7195,0.6685,0.7148
30,5,knn,0.85,0.88,0.8452,0.5611,0.6889,0.5978,0.5498,0.6184,0.5689,0.7511,0.6879,0.7511,0.6998,0.7469
30,6,knn,0.8122,0.82,0.7906,0.5759,0.6667,0.6015,0.5315,0.6053,0.5496,0.7149,0.6675,0.7149,0.6692,0.7105
30,7,knn,0.8765,0.84,0.8245,0.6037,0.6889,0.6296,0.5815,0.6579,0.6022,0.7466,0.7195,0.7466,0.7084,0.7432
30,8,knn,0.7945,0.83,0.7801,0.5748,0.6889,0.6074,0.4789,0.5395,0.4954,0.7014,0.6412,0.7014,0.647,0.6971
30,9,knn,0.8199,0.84,0.8057,0.5722,0.6444,0.5941,0.5333,0.6053,0.5522,0.7195,0.6709,0.7195,0.6754,0.7152
30,0,rf,0.8848,0.9,0.8891,0.5171,0.7111,0.5646,0.4704,0.5263,0.4877,0.733,0.6674,0.733,0.685,0.7282
30,1,rf,0.8645,0.92,0.8903,0.591,0.7111,0.6219,0.5625,0.6053,0.5754,0.7692,0.705,0.7692,0.7274,0.7646
30,2,rf,0.8764,0.94,0.9033,0.6341,0.7778,0.6733,0.5822,0.6184,0.593,0.7964,0.7259,0.7964,0.7497,0.7923
30,3,rf,0.8039,0.87,0.8334,0.6817,0.8444,0.7241,0.5691,0.5921,0.5754,0.7692,0.6983,0.7692,0.7224,0.7646
30,4,rf,0.8705,0.9,0.8779,0.615,0.7556,0.6493,0.5428,0.5789,0.5535,0.7602,0.7058,0.7602,0.7198,0.7557
30,5,rf,0.9045,0.9,0.8977,0.6385,0.8222,0.6834,0.5428,0.5789,0.5535,0.7738,0.7259,0.7738,0.7357,0.7697
30,6,rf,0.8729,0.92,0.8941,0.6433,0.8,0.6808,0.5691,0.5921,0.5754,0.7828,0.7217,0.7828,0.7411,0.7787
30,7,rf,0.914,0.92,0.9099,0.6236,0.7556,0.6578,0.5669,0.6316,0.5864,0.7873,0.7355,0.7873,0.7473,0.7838
30,8,rf,0.8288,0.9,0.8609,0.5439,0.7111,0.5897,0.477,0.5132,0.4877,0.7285,0.6498,0.7285,0.6773,0.7228
30,9,rf,0.8812,0.94,0.9064,0.5852,0.7333,0.6244,0.5691,0.6053,0.5798,0.7828,0.7136,0.7828,0.7367,0.7785
30,0,svm,0.8634,0.93,0.8865,0.5587,0.7111,0.6011,0.4046,0.4474,0.4175,0.7195,0.6436,0.7195,0.6671,0.714
30,1,svm,0.8439,0.92,0.8784,0.591,0.7111,0.6219,0.4945,0.5395,0.5075,0.7466,0.6723,0.7466,0.6986,0.7414
30,2,svm,0.8646,0.95,0.9014,0.6285,0.7778,0.6674,0.5099,0.5526,0.5228,0.7783,0.6945,0.7783,0.7236,0.7738
30,3,svm,0.806,0.87,0.8341,0.6928,0.8444,0.7315,0.5493,0.5789,0.5579,0.7647,0.6947,0.7647,0.7182,0.76
30,4,svm,0.8335,0.9,0.8545,0.6095,0.7556,0.6478,0.5,0.5263,0.5061,0.7421,0.6732,0.7421,0.6926,0.7371
30,5,svm,0.8836,0.94,0.9053,0.6089,0.7778,0.6511,0.5164,0.5526,0.5272,0.7738,0.7014,0.7738,0.7235,0.7694
30,6,svm,0.8431,0.93,0.8802,0.6354,0.7778,0.6689,0.523,0.5526,0.5316,0.7692,0.6908,0.7692,0.7173,0.7648
30,7,svm,0.8937,0.9,0.8698,0.6191,0.7556,0.653,0.5493,0.5921,0.5623,0.7647,0.7194,0.7647,0.7199,0.7612
30,8,svm,0.8125,0.92,0.8613,0.5661,0.7111,0.6045,0.4309,0.4605,0.4395,0.7195,0.6311,0.7195,0.6639,0.7134
30,9,svm,0.8559,0.92,0.8728,0.6,0.7333,0.6356,0.4945,0.5395,0.5075,0.7511,0.6795,0.7511,0.6988,0.7465
40,0,dtree,0.9421,0.99,0.9636,0.6907,0.7556,0.7089,0.6031,0.6579,0.6206,0.8281,0.7743,0.8281,0.7938,0.8247
40,1,dtree,0.9161,0.95,0.9302,0.7611,0.8667,0.7941,0.6754,0.7105,0.6864,0.8507,0.8018,0.8507,0.8186,0.8477
40,2,dtree,0.927,0.98,0.9494,0.7722,0.8444,0.7941,0.6535,0.6974,0.6667,0.8552,0.8014,0.8552,0.8205,0.8523
40,3,dtree,0.924,0.95,0.9329,0.847,0.9333,0.8681,0.6886,0.7105,0.6952,0.8643,0.8274,0.8643,0.838,0.8618
40,4,dtree,0.9483,0.95,0.947,0.7822,0.9111,0.8178,0.6404,0.6842,0.6535,0.8507,0.8086,0.8507,0.8197,0.8479
40,5,dtree,0.9262,0.96,0.9406,0.7444,0.8667,0.7763,0.6031,0.6447,0.6162,0.8326,0.7781,0.8326,0.7956,0.8293
40,6,dtree,0.9457,0.94,0.9401,0.75,0.8667,0.7819,0.5947,0.6579,0.6114,0.8281,0.7852,0.8281,0.7949,0.8251
40,7,dtree,0.9633,0.97,0.9657,0.75,0.8444,0.7745,0.6656,0.7237,0.6829,0.8597,0.8175,0.8597,0.8295,0.8572
40,8,dtree,0.9268,0.96,0.9423,0.7656,0.8667,0.7893,0.5482,0.5921,0.5614,0.8145,0.7638,0.8145,0.7802,0.8109
40,9,dtree,0.9047,0.92,0.9057,0.763,0.8667,0.7919,0.6491,0.6974,0.6645,0.8326,0.788,0.8326,0.7995,0.8295
40,0,knn,0.8588,0.94,0.8866,0.8111,0.8667,0.8296,0.6491,0.6842,0.6601,0.8371,0.777,0.8371,0.7971,0.8349
40,1,knn,0.8586,0.9,0.8631,0.7667,0.8,0.7778,0.7039,0.7632,0.7215,0.8326,0.7867,0.8326,0.797,0.8304
40,2,knn,0.911,0.96,0.9306,0.7389,0.8222,0.7644,0.7259,0.7632,0.7368,0.8643,0.8123,0.8643,0.8301,0.8617
40,3,knn,0.9076,0.95,0.9227,0.7995,0.8667,0.8167,0.7127,0.75,0.7237,0.8643,0.8186,0.8643,0.8327,0.862
40,4,knn,0.8828,0.95,0.9078,0.7963,0.8667,0.8185,0.6864,0.7237,0.6974,0.8552,0.7976,0.8552,0.8173,0.8527
40,5,knn,0.9072,0.94,0.9132,0.813,0.8667,0.8274,0.7193,0.7632,0.7325,0.8643,0.8234,0.8643,0.8336,0.8621
40,6,knn,0.8859,0.9,0.8816,0.8222,0.8444,0.8296,0.7341,0.7763,0.7442,0.8462,0.8207,0.8462,0.8238,0.8442
40,7,knn,0.9047,0.94,0.9129,0.8667,0.8889,0.8741,0.7752,0.8158,0.786,0.8869,0.8524,0.8869,0.8613,0.8851
40,8,knn,0.8602,0.93,0.8831,0.8111,0.8667,0.8296,0.6491,0.6974,0.6645,0.8371,0.7776,0.8371,0.797,0.8346
40,9,knn,0.8768,0.9,0.8743,0.8444,0.8667,0.8519,0.7577,0.8026,0.7706,0.8597,0.8293,0.8597,0.8341,0.8582
40,0,rf,0.9421,0.99,0.9636,0.738,0.8667,0.7731,0.6623,0.6842,0.6689,0.8597,0.8043,0.8597,0.8234,0.8573
40,1,rf,0.907,0.96,0.9307,0.7667,0.8667,0.7956,0.7281,0.75,0.7346,0.8688,0.8169,0.8688,0.8358,0.8662
40,2,rf,0.9366,0.98,0.9536,0.787,0.8889,0.8163,0.7544,0.7763,0.761,0.8914,0.8435,0.8914,0.8594,0.8894
40,3,rf,0.924,0.95,0.9329,0.8359,0.9333,0.8607,0.7149,0.7368,0.7215,0.8733,0.8342,0.8733,0.8455,0.8711
40,4,rf,0.9402,0.97,0.9527,0.823,0.9333,0.8511,0.7215,0.7368,0.7259,0.8824,0.8411,0.8824,0.854,0.8803
40,5,rf,0.9326,0.96,0.9445,0.813,0.9111,0.8378,0.7281,0.75,0.7346,0.8778,0.8379,0.8778,0.8506,0.8755
40,6,rf,0.9501,0.98,0.9635,0.8167,0.9111,0.8412,0.7478,0.7632,0.7522,0.8914,0.8534,0.8914,0.8659,0.8895
40,7,rf,0.9633,0.98,0.9709,0.8315,0.8889,0.8459,0.7708,0.8026,0.7794,0.9005,0.8703,0.9005,0.8796,0.8986
40,8,rf,0.912,0.97,0.9389,0.8156,0.9111,0.84,0.6754,0.6974,0.682,0.8643,0.811,0.8643,0.8304,0.8616
40,9,rf,0.9047,0.92,0.9057,0.8185,0.9111,0.8437,0.7149,0.75,0.7259,0.8597,0.8219,0.8597,0.8312,0.8572
40,0,svm,0.8918,0.99,0.935,0.75,0.8,0.7644,0.5768,0.6184,0.5899,0.8235,0.7546,0.8235,0.7816,0.8201
40,1,svm,0.8814,0.95,0.9129,0.7767,0.8444,0.7941,0.7083,0.7368,0.7171,0.8552,0.8005,0.8552,0.8214,0.8523
40,2,svm,0.9171,0.98,0.9417,0.7722,0.8667,0.8015,0.7215,0.75,0.7303,0.8778,0.8203,0.8778,0.8404,0.8756
40,3,svm,0.9012,0.94,0.9158,0.8267,0.9333,0.8556,0.7018,0.7237,0.7083,0.8643,0.8174,0.8643,0.8322,0.8618
40,4,svm,0.9205,0.96,0.9385,0.8007,0.9111,0.8289,0.6886,0.7105,0.6952,0.8643,0.8163,0.8643,0.8325,0.8617
40,5,svm,0.9235,0.96,0.9398,0.8241,0.9111,0.8452,0.7083,0.7368,0.7171,0.8733,0.8293,0.8733,0.8439,0.8709
40,6,svm,0.9205,0.97,0.941,0.8532,0.9111,0.8663,0.7149,0.7368,0.7215,0.8778,0.8361,0.8778,0.8503,0.8758
40,7,svm,0.9069,0.96,0.9232,0.8211,0.8889,0.8385,0.7412,0.7632,0.7478,0.8778,0.8324,0.8778,0.8457,0.876
40,8,svm,0.8797,0.95,0.9097,0.7978,0.8889,0.8222,0.6096,0.6447,0.6206,0.8326,0.7702,0.8326,0.7925,0.8293
40,9,svm,0.9045,0.94,0.9164,0.8778,0.9333,0.8919,0.7478,0.7763,0.7566,0.8824,0.8452,0.8824,0.8565,0.8802
50,0,dtree,0.9487,0.98,0.9622,0.6896,0.7778,0.7148,0.6206,0.6842,0.6375,0.8371,0.7831,0.8371,0.8002,0.8341
50,1,dtree,0.9448,0.95,0.946,0.8111,0.8667,0.8296,0.7237,0.7763,0.739,0.8733,0.8415,0.8733,0.8511,0.8708
50,2,dtree,0.9552,0.97,0.9609,0.7833,0.8667,0.8089,0.6886,0.75,0.7083,0.8733,0.8285,0.8733,0.8431,0.8708
50,3,dtree,0.9344,0.96,0.942,0.8963,0.9556,0.9148,0.6754,0.7237,0.6882,0.8778,0.8376,0.8778,0.8492,0.8756
50,4,dtree,0.9733,0.98,0.9757,0.9167,0.9778,0.9348,0.7061,0.7632,0.7237,0.905,0.8699,0.905,0.8807,0.9032
50,5,dtree,0.9536,0.95,0.9514,0.8352,0.8889,0.8496,0.6656,0.7368,0.6873,0.8643,0.8305,0.8643,0.8399,0.8616
50,6,dtree,0.9636,0.96,0.9598,0.8352,0.9111,0.857,0.705,0.7368,0.7136,0.8733,0.8486,0.8733,0.8542,0.871
50,7,dtree,0.98,0.97,0.9747,0.7907,0.8444,0.8052,0.6414,0.7368,0.6697,0.8643,0.825,0.8643,0.8353,0.8617
50,8,dtree,0.9459,0.96,0.9518,0.8352,0.9111,0.857,0.6382,0.6974,0.6557,0.8597,0.8175,0.8597,0.8307,0.857
50,9,dtree,0.9345,0.96,0.9424,0.8389,0.9111,0.8607,0.6447,0.7105,0.6645,0.8643,0.8154,0.8643,0.8302,0.8617
50,0,knn,0.8915,0.94,0.9029,0.8119,0.8667,0.8259,0.7412,0.7632,0.7478,0.8643,0.8236,0.8643,0.8339,0.8629
50,1,knn,0.91,0.91,0.8962,0.9444,0.9556,0.9481,0.7917,0.8421,0.807,0.8959,0.8763,0.8959,0.8761,0.8949
50,2,knn,0.9193,0.96,0.9341,0.8333,0.8667,0.8444,0.8114,0.8421,0.8202,0.9005,0.8647,0.9005,0.8767,0.8987
50,3,knn,0.9067,0.95,0.9206,0.9333,0.9556,0.9407,0.7588,0.7895,0.7675,0.8959,0.8612,0.8959,0.8721,0.8942
50,4,knn,0.9188,0.96,0.9341,0.9222,0.9556,0.9333,0.7719,0.8026,0.7807,0.905,0.869,0.905,0.8812,0.9034
50,5,knn,0.931,0.92,0.9205,0.9389,0.9778,0.9496,0.7632,0.8158,0.7785,0.8959,0.8749,0.8959,0.8776,0.8941
50,6,knn,0.8989,0.9,0.8885,0.9,0.9333,0.9111,0.7943,0.8289,0.8026,0.8824,0.8631,0.8824,0.8636,0.8808
50,7,knn,0.93,0.94,0.928,0.8852,0.9111,0.8926,0.7621,0.8158,0.7772,0.8914,0.8631,0.8914,0.8689,0.8896
50,8,knn,0.9034,0.93,0.9064,0.8963,0.9556,0.9148,0.7478,0.7763,0.7566,0.8824,0.8485,0.8824,0.8566,0.8807
50,9,knn,0.8976,0.92,0.8967,0.8778,0.9111,0.8889,0.7774,0.8158,0.7882,0.8824,0.8522,0.8824,0.8578,0.8809
50,0,rf,0.9578,0.99,0.9722,0.7822,0.8444,0.8,0.7237,0.7632,0.734,0.8824,0.8416,0.8824,0.8552,0.8803
50,1,rf,0.9558,0.97,0.9612,0.9389,0.9778,0.9496,0.8048,0.8289,0.8114,0.9231,0.9004,0.9231,0.9073,0.9216
50,2,rf,0.9652,0.99,0.9761,0.8167,0.8889,0.8385,0.7939,0.8289,0.8048,0.914,0.876,0.914,0.8892,0.9124
50,3,rf,0.9344,0.96,0.942,0.9185,0.9778,0.937,0.7248,0.7632,0.7355,0.8959,0.8591,0.8959,0.87,0.894
50,4,rf,0.9733,0.98,0.9757,0.9167,0.9778,0.9348,0.7982,0.8289,0.807,0.9276,0.9016,0.9276,0.9093,0.9263
50,5,rf,0.9636,0.95,0.9562,0.9222,0.9778,0.9363,0.7719,0.8158,0.7851,0.9095,0.8893,0.9095,0.8933,0.9079
50,6,rf,0.9659,0.98,0.9718,0.9056,0.9556,0.92,0.7906,0.8158,0.7969,0.9186,0.8933,0.9186,0.9011,0.917
50,7,rf,0.9527,0.98,0.9657,0.8685,0.9111,0.8793,0.7555,0.8026,0.7684,0.905,0.8677,0.905,0.8803,0.9032
50,8,rf,0.9459,0.97,0.9571,0.8722,0.9333,0.8904,0.7259,0.7632,0.7368,0.8914,0.8552,0.8914,0.8677,0.8893
50,9,rf,0.9421,0.96,0.9467,0.8667,0.9333,0.8844,0.7654,0.7895,0.7719,0.8959,0.8659,0.8959,0.8739,0.8941
50,0,svm,0.9371,0.99,0.9605,0.8044,0.8889,0.8296,0.6447,0.6842,0.6551,0.8643,0.8095,0.8643,0.8288,0.8618
50,1,svm,0.9396,0.96,0.9479,0.9489,0.9778,0.9556,0.7654,0.8026,0.7763,0.9095,0.8816,0.9095,0.8904,0.9078
50,2,svm,0.9321,0.99,0.9584,0.8278,0.8889,0.8459,0.7741,0.8026,0.7829,0.905,0.8565,0.905,0.8751,0.9031
50,3,svm,0.8892,0.95,0.9129,0.9296,0.9778,0.9444,0.7346,0.75,0.739,0.8869,0.8443,0.8869,0.8595,0.8849
50,4,svm,0.9179,0.99,0.9485,0.9056,0.9556,0.92,0.761,0.7763,0.7654,0.9095,0.8614,0.9095,0.8797,0.9079
50,5,svm,0.9355,0.95,0.9424,0.9222,0.9778,0.9363,0.7522,0.7895,0.7632,0.9005,0.8697,0.9005,0.8795,0.8985
50,6,svm,0.9583,0.98,0.9675,0.9056,0.9556,0.92,0.7768,0.8026,0.7829,0.914,0.8851,0.914,0.8943,0.9125
50,7,svm,0.9388,0.98,0.9541,0.8563,0.9111,0.8704,0.7127,0.75,0.7237,0.8869,0.8443,0.8869,0.8578,0.885
50,8,svm,0.9309,0.97,0.9489,0.8722,0.9333,0.8904,0.7456,0.7763,0.7544,0.8959,0.8552,0.8959,0.8701,0.8939
50,9,svm,0.9303,0.96,0.9426,0.8822,0.9333,0.8963,0.7654,0.7895,0.7719,0.8959,0.8638,0.8959,0.8745,0.894
60,0,dtree,0.9412,0.99,0.9631,0.8407,0.8889,0.8556,0.6864,0.7368,0.7018,0.8824,0.8331,0.8824,0.8513,0.88
60,1,dtree,0.9348,0.94,0.936,0.8574,0.9333,0.8793,0.6886,0.75,0.7083,0.8733,0.8344,0.8733,0.8462,0.8708
60,2,dtree,0.9552,0.99,0.9714,0.8185,0.8889,0.8407,0.739,0.7895,0.7544,0.9005,0.853,0.9005,0.8702,0.8985
60,3,dtree,0.9526,0.96,0.9515,0.9148,0.9778,0.9333,0.7456,0.7895,0.7588,0.905,0.8737,0.905,0.8815,0.9033
60,4,dtree,0.9561,0.98,0.9666,0.8815,0.9778,0.9111,0.7007,0.7368,0.7114,0.8959,0.853,0.8959,0.8675,0.8939
60,5,dtree,0.9509,0.95,0.95,0.8778,0.9333,0.8919,0.7939,0.8289,0.8048,0.905,0.882,0.905,0.8882,0.9032
60,6,dtree,0.9636,0.97,0.9651,0.8926,0.9556,0.9111,0.7741,0.8158,0.7873,0.914,0.884,0.914,0.8929,0.9124
60,7,dtree,0.98,0.98,0.98,0.8389,0.8889,0.8533,0.8235,0.8684,0.8364,0.9231,0.8974,0.9231,0.9048,0.9217
60,8,dtree,0.9539,0.95,0.9508,0.8296,0.9333,0.863,0.6546,0.7237,0.6763,0.8688,0.8257,0.8688,0.8385,0.8662
60,9,dtree,0.9487,0.97,0.9563,0.8722,0.9333,0.8904,0.7533,0.7895,0.764,0.9005,0.8659,0.9005,0.8768,0.8986
60,0,knn,0.9106,0.94,0.9192,0.8667,0.9111,0.8815,0.818,0.8553,0.8289,0.905,0.8698,0.905,0.8805,0.9034
60,1,knn,0.9201,0.93,0.9169,0.9444,0.9778,0.9556,0.818,0.8553,0.8289,0.914,0.8899,0.914,0.8945,0.9127
60,2,knn,0.9417,0.96,0.9467,0.8444,0.8889,0.8593,0.864,0.8947,0.8728,0.9231,0.8952,0.9231,0.9035,0.9218
60,3,knn,0.9375,0.95,0.9414,0.9333,0.9556,0.9407,0.8246,0.8684,0.8377,0.9231,0.8978,0.9231,0.9056,0.9216
60,4,knn,0.9369,0.96,0.947,0.9111,0.9556,0.9259,0.7719,0.8158,0.7851,0.9095,0.8749,0.9095,0.887,0.9077
60,5,knn,0.9436,0.93,0.9325,0.9167,0.9556,0.9274,0.8246,0.8684,0.8377,0.914,0.8972,0.914,0.8989,0.9125
60,6,knn,0.9033,0.89,0.8904,0.9056,0.9333,0.9126,0.8224,0.8684,0.8355,0.8914,0.8759,0.8914,0.876,0.8896
60,7,knn,0.9459,0.95,0.9441,0.9444,0.9556,0.9481,0.841,0.8816,0.8518,0.9276,0.9095,0.9276,0.9132,0.9264
60,8,knn,0.9189,0.93,0.9211,0.9407,0.9778,0.9519,0.7851,0.8289,0.7982,0.905,0.8773,0.905,0.8851,0.9032
60,9,knn,0.929,0.94,0.9288,0.9222,0.9333,0.9259,0.8235,0.8684,0.8364,0.914,0.8913,0.914,0.8964,0.9126
60,0,rf,0.9412,0.99,0.9631,0.863,0.9111,0.8778,0.7982,0.8289,0.807,0.9186,0.8761,0.9186,0.8921,0.917
60,1,rf,0.9558,0.97,0.9612,0.9241,0.9778,0.9385,0.8202,0.8421,0.8268,0.9276,0.9027,0.9276,0.9103,0.9263
60,2,rf,0.9578,0.99,0.9722,0.8519,0.9111,0.8704,0.8465,0.8684,0.8531,0.9321,0.898,0.9321,0.9105,0.9309
60,3,rf,0.9526,0.96,0.9515,0.9407,0.9778,0.9519,0.8202,0.8553,0.8311,0.9276,0.9046,0.9276,0.9102,0.9263
60,4,rf,0.9485,0.98,0.9623,0.9185,0.9778,0.937,0.7939,0.8158,0.8004,0.9231,0.8892,0.9231,0.9015,0.9216
60,5,rf,0.96,0.96,0.96,0.9,0.9556,0.9141,0.8465,0.8684,0.8531,0.9276,0.9087,0.9276,0.9139,0.9263
60,6,rf,0.975,0.97,0.9707,0.913,0.9556,0.9237,0.8202,0.8553,0.8311,0.9276,0.9091,0.9276,0.9131,0.9263
60,7,rf,0.98,0.98,0.98,0.9278,0.9556,0.9348,0.8498,0.8816,0.8583,0.9412,0.9246,0.9412,0.929,0.9401
60,8,rf,0.9368,0.97,0.9523,0.9296,0.9778,0.9444,0.8004,0.8289,0.8092,0.9231,0.8885,0.9231,0.9015,0.9215
60,9,rf,0.9533,0.98,0.9627,0.9056,0.9556,0.92,0.7873,0.8158,0.7961,0.9186,0.8865,0.9186,0.8967,0.9171
60,0,svm,0.9428,0.99,0.964,0.8519,0.9111,0.8704,0.7851,0.8158,0.7939,0.914,0.8701,0.914,0.8864,0.9124
