sig pair,all f1,large f1,medium f1,small f1
1 vs. 2,5.20852781368444e-13,3.9391794832241313e-10,3.7926038416002626e-10,1.7404959860484085e-08
2 vs. 3,0.16662381796536063,0.0073414032188283814,0.195261918384717,0.568164090752734
