sig pair,all f1,large f1,medium f1,small f1
mlp vs. cnn,1.9509997774131023e-10,0.00019349674447921293,1.6967442760147805e-10,1.0779100367193815e-10
mlp vs. lstm,7.913309051538533e-19,2.2380116065731175e-14,1.0791619801121885e-21,1.9572057500100516e-20
cnn vs. lstm,5.590628888107681e-22,3.574685585381085e-20,1.6326025826380376e-13,1.4903063239335437e-12
